#x y z Ex Ey Ez Bx By Bz
43 43 43      
-12.00 15.00 5.00 0 0 40000 0 0 1.5
-11.00 15.00 5.00 0 0 40000 0 0 1.5
-10.00 15.00 5.00 0 0 40000 0 0 1.5
-9.00 15.00 5.00 0 0 40000 0 0 1.5
-8.00 15.00 5.00 0 0 40000 0 0 1.5
-7.00 15.00 5.00 0 0 40000 0 0 1.5
-6.00 15.00 5.00 0 0 40000 0 0 1.5
-5.00 15.00 5.00 0 0 40000 0 0 1.5
-4.00 15.00 5.00 0 0 40000 0 0 1.5
-3.00 15.00 5.00 0 0 40000 0 0 1.5
-2.00 15.00 5.00 0 0 40000 0 0 1.5
-1.00 15.00 5.00 0 0 40000 0 0 1.5
0.00 15.00 5.00 0 0 40000 0 0 1.5
1.00 15.00 5.00 0 0 40000 0 0 1.5
2.00 15.00 5.00 0 0 40000 0 0 1.5
3.00 15.00 5.00 0 0 40000 0 0 1.5
4.00 15.00 5.00 0 0 40000 0 0 1.5
5.00 15.00 5.00 0 0 40000 0 0 1.5
6.00 15.00 5.00 0 0 40000 0 0 1.5
7.00 15.00 5.00 0 0 40000 0 0 1.5
8.00 15.00 5.00 0 0 40000 0 0 1.5
9.00 15.00 5.00 0 0 40000 0 0 1.5
10.00 15.00 5.00 0 0 40000 0 0 1.5
11.00 15.00 5.00 0 0 40000 0 0 1.5
12.00 15.00 5.00 0 0 40000 0 0 1.5
13.00 15.00 5.00 0 0 40000 0 0 1.5
14.00 15.00 5.00 0 0 40000 0 0 1.5
15.00 15.00 5.00 0 0 40000 0 0 1.5
16.00 15.00 5.00 0 0 40000 0 0 1.5
17.00 15.00 5.00 0 0 40000 0 0 1.5
18.00 15.00 5.00 0 0 40000 0 0 1.5
19.00 15.00 5.00 0 0 40000 0 0 1.5
20.00 15.00 5.00 0 0 40000 0 0 1.5
21.00 15.00 5.00 0 0 40000 0 0 1.5
-21.00 16.00 5.00 0 0 40000 0 0 1.5
-20.00 16.00 5.00 0 0 40000 0 0 1.5
-19.00 16.00 5.00 0 0 40000 0 0 1.5
-18.00 16.00 5.00 0 0 40000 0 0 1.5
-17.00 16.00 5.00 0 0 40000 0 0 1.5
-16.00 16.00 5.00 0 0 40000 0 0 1.5
-15.00 16.00 5.00 0 0 40000 0 0 1.5
-14.00 16.00 5.00 0 0 40000 0 0 1.5
-13.00 16.00 5.00 0 0 40000 0 0 1.5
-12.00 16.00 5.00 0 0 40000 0 0 1.5
-11.00 16.00 5.00 0 0 40000 0 0 1.5
-10.00 16.00 5.00 0 0 40000 0 0 1.5
-9.00 16.00 5.00 0 0 40000 0 0 1.5
-8.00 16.00 5.00 0 0 40000 0 0 1.5
-7.00 16.00 5.00 0 0 40000 0 0 1.5
-6.00 16.00 5.00 0 0 40000 0 0 1.5
-5.00 16.00 5.00 0 0 40000 0 0 1.5
-4.00 16.00 5.00 0 0 40000 0 0 1.5
-3.00 16.00 5.00 0 0 40000 0 0 1.5
-2.00 16.00 5.00 0 0 40000 0 0 1.5
-1.00 16.00 5.00 0 0 40000 0 0 1.5
0.00 16.00 5.00 0 0 40000 0 0 1.5
1.00 16.00 5.00 0 0 40000 0 0 1.5
2.00 16.00 5.00 0 0 40000 0 0 1.5
3.00 16.00 5.00 0 0 40000 0 0 1.5
4.00 16.00 5.00 0 0 40000 0 0 1.5
5.00 16.00 5.00 0 0 40000 0 0 1.5
6.00 16.00 5.00 0 0 40000 0 0 1.5
7.00 16.00 5.00 0 0 40000 0 0 1.5
8.00 16.00 5.00 0 0 40000 0 0 1.5
9.00 16.00 5.00 0 0 40000 0 0 1.5
10.00 16.00 5.00 0 0 40000 0 0 1.5
11.00 16.00 5.00 0 0 40000 0 0 1.5
12.00 16.00 5.00 0 0 40000 0 0 1.5
13.00 16.00 5.00 0 0 40000 0 0 1.5
14.00 16.00 5.00 0 0 40000 0 0 1.5
15.00 16.00 5.00 0 0 40000 0 0 1.5
16.00 16.00 5.00 0 0 40000 0 0 1.5
17.00 16.00 5.00 0 0 40000 0 0 1.5
18.00 16.00 5.00 0 0 40000 0 0 1.5
19.00 16.00 5.00 0 0 40000 0 0 1.5
20.00 16.00 5.00 0 0 40000 0 0 1.5
21.00 16.00 5.00 0 0 40000 0 0 1.5
-21.00 17.00 5.00 0 0 40000 0 0 1.5
-20.00 17.00 5.00 0 0 40000 0 0 1.5
-19.00 17.00 5.00 0 0 40000 0 0 1.5
-18.00 17.00 5.00 0 0 40000 0 0 1.5
-17.00 17.00 5.00 0 0 40000 0 0 1.5
-16.00 17.00 5.00 0 0 40000 0 0 1.5
-15.00 17.00 5.00 0 0 40000 0 0 1.5
-14.00 17.00 5.00 0 0 40000 0 0 1.5
-13.00 17.00 5.00 0 0 40000 0 0 1.5
-12.00 17.00 5.00 0 0 40000 0 0 1.5
-11.00 17.00 5.00 0 0 40000 0 0 1.5
-10.00 17.00 5.00 0 0 40000 0 0 1.5
-9.00 17.00 5.00 0 0 40000 0 0 1.5
-8.00 17.00 5.00 0 0 40000 0 0 1.5
-7.00 17.00 5.00 0 0 40000 0 0 1.5
-6.00 17.00 5.00 0 0 40000 0 0 1.5
-5.00 17.00 5.00 0 0 40000 0 0 1.5
-4.00 17.00 5.00 0 0 40000 0 0 1.5
-3.00 17.00 5.00 0 0 40000 0 0 1.5
-2.00 17.00 5.00 0 0 40000 0 0 1.5
-1.00 17.00 5.00 0 0 40000 0 0 1.5
0.00 17.00 5.00 0 0 40000 0 0 1.5
1.00 17.00 5.00 0 0 40000 0 0 1.5
2.00 17.00 5.00 0 0 40000 0 0 1.5
3.00 17.00 5.00 0 0 40000 0 0 1.5
4.00 17.00 5.00 0 0 40000 0 0 1.5
5.00 17.00 5.00 0 0 40000 0 0 1.5
6.00 17.00 5.00 0 0 40000 0 0 1.5
7.00 17.00 5.00 0 0 40000 0 0 1.5
8.00 17.00 5.00 0 0 40000 0 0 1.5
9.00 17.00 5.00 0 0 40000 0 0 1.5
10.00 17.00 5.00 0 0 40000 0 0 1.5
11.00 17.00 5.00 0 0 40000 0 0 1.5
12.00 17.00 5.00 0 0 40000 0 0 1.5
13.00 17.00 5.00 0 0 40000 0 0 1.5
14.00 17.00 5.00 0 0 40000 0 0 1.5
15.00 17.00 5.00 0 0 40000 0 0 1.5
16.00 17.00 5.00 0 0 40000 0 0 1.5
17.00 17.00 5.00 0 0 40000 0 0 1.5
18.00 17.00 5.00 0 0 40000 0 0 1.5
19.00 17.00 5.00 0 0 40000 0 0 1.5
20.00 17.00 5.00 0 0 40000 0 0 1.5
21.00 17.00 5.00 0 0 40000 0 0 1.5
-21.00 18.00 5.00 0 0 40000 0 0 1.5
-20.00 18.00 5.00 0 0 40000 0 0 1.5
-19.00 18.00 5.00 0 0 40000 0 0 1.5
-18.00 18.00 5.00 0 0 40000 0 0 1.5
-17.00 18.00 5.00 0 0 40000 0 0 1.5
-16.00 18.00 5.00 0 0 40000 0 0 1.5
-15.00 18.00 5.00 0 0 40000 0 0 1.5
-14.00 18.00 5.00 0 0 40000 0 0 1.5
-13.00 18.00 5.00 0 0 40000 0 0 1.5
-12.00 18.00 5.00 0 0 40000 0 0 1.5
-11.00 18.00 5.00 0 0 40000 0 0 1.5
-10.00 18.00 5.00 0 0 40000 0 0 1.5
-9.00 18.00 5.00 0 0 40000 0 0 1.5
-8.00 18.00 5.00 0 0 40000 0 0 1.5
-7.00 18.00 5.00 0 0 40000 0 0 1.5
-6.00 18.00 5.00 0 0 40000 0 0 1.5
-5.00 18.00 5.00 0 0 40000 0 0 1.5
-4.00 18.00 5.00 0 0 40000 0 0 1.5
-3.00 18.00 5.00 0 0 40000 0 0 1.5
-2.00 18.00 5.00 0 0 40000 0 0 1.5
-1.00 18.00 5.00 0 0 40000 0 0 1.5
0.00 18.00 5.00 0 0 40000 0 0 1.5
1.00 18.00 5.00 0 0 40000 0 0 1.5
2.00 18.00 5.00 0 0 40000 0 0 1.5
3.00 18.00 5.00 0 0 40000 0 0 1.5
4.00 18.00 5.00 0 0 40000 0 0 1.5
5.00 18.00 5.00 0 0 40000 0 0 1.5
6.00 18.00 5.00 0 0 40000 0 0 1.5
7.00 18.00 5.00 0 0 40000 0 0 1.5
8.00 18.00 5.00 0 0 40000 0 0 1.5
9.00 18.00 5.00 0 0 40000 0 0 1.5
10.00 18.00 5.00 0 0 40000 0 0 1.5
11.00 18.00 5.00 0 0 40000 0 0 1.5
12.00 18.00 5.00 0 0 40000 0 0 1.5
13.00 18.00 5.00 0 0 40000 0 0 1.5
14.00 18.00 5.00 0 0 40000 0 0 1.5
15.00 18.00 5.00 0 0 40000 0 0 1.5
16.00 18.00 5.00 0 0 40000 0 0 1.5
17.00 18.00 5.00 0 0 40000 0 0 1.5
18.00 18.00 5.00 0 0 40000 0 0 1.5
19.00 18.00 5.00 0 0 40000 0 0 1.5
20.00 18.00 5.00 0 0 40000 0 0 1.5
21.00 18.00 5.00 0 0 40000 0 0 1.5
-21.00 19.00 5.00 0 0 40000 0 0 1.5
-20.00 19.00 5.00 0 0 40000 0 0 1.5
-19.00 19.00 5.00 0 0 40000 0 0 1.5
-18.00 19.00 5.00 0 0 40000 0 0 1.5
-17.00 19.00 5.00 0 0 40000 0 0 1.5
-16.00 19.00 5.00 0 0 40000 0 0 1.5
-15.00 19.00 5.00 0 0 40000 0 0 1.5
-14.00 19.00 5.00 0 0 40000 0 0 1.5
-13.00 19.00 5.00 0 0 40000 0 0 1.5
-12.00 19.00 5.00 0 0 40000 0 0 1.5
-11.00 19.00 5.00 0 0 40000 0 0 1.5
-10.00 19.00 5.00 0 0 40000 0 0 1.5
-9.00 19.00 5.00 0 0 40000 0 0 1.5
-8.00 19.00 5.00 0 0 40000 0 0 1.5
-7.00 19.00 5.00 0 0 40000 0 0 1.5
-6.00 19.00 5.00 0 0 40000 0 0 1.5
-5.00 19.00 5.00 0 0 40000 0 0 1.5
-4.00 19.00 5.00 0 0 40000 0 0 1.5
-3.00 19.00 5.00 0 0 40000 0 0 1.5
-2.00 19.00 5.00 0 0 40000 0 0 1.5
-1.00 19.00 5.00 0 0 40000 0 0 1.5
0.00 19.00 5.00 0 0 40000 0 0 1.5
1.00 19.00 5.00 0 0 40000 0 0 1.5
2.00 19.00 5.00 0 0 40000 0 0 1.5
3.00 19.00 5.00 0 0 40000 0 0 1.5
4.00 19.00 5.00 0 0 40000 0 0 1.5
5.00 19.00 5.00 0 0 40000 0 0 1.5
6.00 19.00 5.00 0 0 40000 0 0 1.5
7.00 19.00 5.00 0 0 40000 0 0 1.5
8.00 19.00 5.00 0 0 40000 0 0 1.5
9.00 19.00 5.00 0 0 40000 0 0 1.5
10.00 19.00 5.00 0 0 40000 0 0 1.5
11.00 19.00 5.00 0 0 40000 0 0 1.5
12.00 19.00 5.00 0 0 40000 0 0 1.5
13.00 19.00 5.00 0 0 40000 0 0 1.5
14.00 19.00 5.00 0 0 40000 0 0 1.5
15.00 19.00 5.00 0 0 40000 0 0 1.5
16.00 19.00 5.00 0 0 40000 0 0 1.5
17.00 19.00 5.00 0 0 40000 0 0 1.5
18.00 19.00 5.00 0 0 40000 0 0 1.5
19.00 19.00 5.00 0 0 40000 0 0 1.5
20.00 19.00 5.00 0 0 40000 0 0 1.5
21.00 19.00 5.00 0 0 40000 0 0 1.5
-21.00 20.00 5.00 0 0 40000 0 0 1.5
-20.00 20.00 5.00 0 0 40000 0 0 1.5
-19.00 20.00 5.00 0 0 40000 0 0 1.5
-18.00 20.00 5.00 0 0 40000 0 0 1.5
-17.00 20.00 5.00 0 0 40000 0 0 1.5
-16.00 20.00 5.00 0 0 40000 0 0 1.5
-15.00 20.00 5.00 0 0 40000 0 0 1.5
-14.00 20.00 5.00 0 0 40000 0 0 1.5
-13.00 20.00 5.00 0 0 40000 0 0 1.5
-12.00 20.00 5.00 0 0 40000 0 0 1.5
-11.00 20.00 5.00 0 0 40000 0 0 1.5
-10.00 20.00 5.00 0 0 40000 0 0 1.5
-9.00 20.00 5.00 0 0 40000 0 0 1.5
-8.00 20.00 5.00 0 0 40000 0 0 1.5
-7.00 20.00 5.00 0 0 40000 0 0 1.5
-6.00 20.00 5.00 0 0 40000 0 0 1.5
-5.00 20.00 5.00 0 0 40000 0 0 1.5
-4.00 20.00 5.00 0 0 40000 0 0 1.5
-3.00 20.00 5.00 0 0 40000 0 0 1.5
-2.00 20.00 5.00 0 0 40000 0 0 1.5
-1.00 20.00 5.00 0 0 40000 0 0 1.5
0.00 20.00 5.00 0 0 40000 0 0 1.5
1.00 20.00 5.00 0 0 40000 0 0 1.5
2.00 20.00 5.00 0 0 40000 0 0 1.5
3.00 20.00 5.00 0 0 40000 0 0 1.5
4.00 20.00 5.00 0 0 40000 0 0 1.5
5.00 20.00 5.00 0 0 40000 0 0 1.5
6.00 20.00 5.00 0 0 40000 0 0 1.5
7.00 20.00 5.00 0 0 40000 0 0 1.5
8.00 20.00 5.00 0 0 40000 0 0 1.5
9.00 20.00 5.00 0 0 40000 0 0 1.5
10.00 20.00 5.00 0 0 40000 0 0 1.5
11.00 20.00 5.00 0 0 40000 0 0 1.5
12.00 20.00 5.00 0 0 40000 0 0 1.5
13.00 20.00 5.00 0 0 40000 0 0 1.5
14.00 20.00 5.00 0 0 40000 0 0 1.5
15.00 20.00 5.00 0 0 40000 0 0 1.5
16.00 20.00 5.00 0 0 40000 0 0 1.5
17.00 20.00 5.00 0 0 40000 0 0 1.5
18.00 20.00 5.00 0 0 40000 0 0 1.5
19.00 20.00 5.00 0 0 40000 0 0 1.5
20.00 20.00 5.00 0 0 40000 0 0 1.5
21.00 20.00 5.00 0 0 40000 0 0 1.5
-21.00 21.00 5.00 0 0 40000 0 0 1.5
-20.00 21.00 5.00 0 0 40000 0 0 1.5
-19.00 21.00 5.00 0 0 40000 0 0 1.5
-18.00 21.00 5.00 0 0 40000 0 0 1.5
-17.00 21.00 5.00 0 0 40000 0 0 1.5
-16.00 21.00 5.00 0 0 40000 0 0 1.5
-15.00 21.00 5.00 0 0 40000 0 0 1.5
-14.00 21.00 5.00 0 0 40000 0 0 1.5
-13.00 21.00 5.00 0 0 40000 0 0 1.5
-12.00 21.00 5.00 0 0 40000 0 0 1.5
-11.00 21.00 5.00 0 0 40000 0 0 1.5
-10.00 21.00 5.00 0 0 40000 0 0 1.5
-9.00 21.00 5.00 0 0 40000 0 0 1.5
-8.00 21.00 5.00 0 0 40000 0 0 1.5
-7.00 21.00 5.00 0 0 40000 0 0 1.5
-6.00 21.00 5.00 0 0 40000 0 0 1.5
-5.00 21.00 5.00 0 0 40000 0 0 1.5
-4.00 21.00 5.00 0 0 40000 0 0 1.5
-3.00 21.00 5.00 0 0 40000 0 0 1.5
-2.00 21.00 5.00 0 0 40000 0 0 1.5
-1.00 21.00 5.00 0 0 40000 0 0 1.5
0.00 21.00 5.00 0 0 40000 0 0 1.5
1.00 21.00 5.00 0 0 40000 0 0 1.5
2.00 21.00 5.00 0 0 40000 0 0 1.5
3.00 21.00 5.00 0 0 40000 0 0 1.5
4.00 21.00 5.00 0 0 40000 0 0 1.5
5.00 21.00 5.00 0 0 40000 0 0 1.5
6.00 21.00 5.00 0 0 40000 0 0 1.5
7.00 21.00 5.00 0 0 40000 0 0 1.5
8.00 21.00 5.00 0 0 40000 0 0 1.5
9.00 21.00 5.00 0 0 40000 0 0 1.5
10.00 21.00 5.00 0 0 40000 0 0 1.5
11.00 21.00 5.00 0 0 40000 0 0 1.5
12.00 21.00 5.00 0 0 40000 0 0 1.5
13.00 21.00 5.00 0 0 40000 0 0 1.5
14.00 21.00 5.00 0 0 40000 0 0 1.5
15.00 21.00 5.00 0 0 40000 0 0 1.5
16.00 21.00 5.00 0 0 40000 0 0 1.5
17.00 21.00 5.00 0 0 40000 0 0 1.5
18.00 21.00 5.00 0 0 40000 0 0 1.5
19.00 21.00 5.00 0 0 40000 0 0 1.5
20.00 21.00 5.00 0 0 40000 0 0 1.5
21.00 21.00 5.00 0 0 40000 0 0 1.5
-21.00 -21.00 6.00 0 0 40000 0 0 1.5
-20.00 -21.00 6.00 0 0 40000 0 0 1.5
-19.00 -21.00 6.00 0 0 40000 0 0 1.5
-18.00 -21.00 6.00 0 0 40000 0 0 1.5
-17.00 -21.00 6.00 0 0 40000 0 0 1.5
-16.00 -21.00 6.00 0 0 40000 0 0 1.5
-15.00 -21.00 6.00 0 0 40000 0 0 1.5
-14.00 -21.00 6.00 0 0 40000 0 0 1.5
-13.00 -21.00 6.00 0 0 40000 0 0 1.5
-12.00 -21.00 6.00 0 0 40000 0 0 1.5
-11.00 -21.00 6.00 0 0 40000 0 0 1.5
-10.00 -21.00 6.00 0 0 40000 0 0 1.5
-9.00 -21.00 6.00 0 0 40000 0 0 1.5
-8.00 -21.00 6.00 0 0 40000 0 0 1.5
-7.00 -21.00 6.00 0 0 40000 0 0 1.5
-6.00 -21.00 6.00 0 0 40000 0 0 1.5
-5.00 -21.00 6.00 0 0 40000 0 0 1.5
-4.00 -21.00 6.00 0 0 40000 0 0 1.5
-3.00 -21.00 6.00 0 0 40000 0 0 1.5
-2.00 -21.00 6.00 0 0 40000 0 0 1.5
-1.00 -21.00 6.00 0 0 40000 0 0 1.5
0.00 -21.00 6.00 0 0 40000 0 0 1.5
1.00 -21.00 6.00 0 0 40000 0 0 1.5
2.00 -21.00 6.00 0 0 40000 0 0 1.5
3.00 -21.00 6.00 0 0 40000 0 0 1.5
4.00 -21.00 6.00 0 0 40000 0 0 1.5
5.00 -21.00 6.00 0 0 40000 0 0 1.5
6.00 -21.00 6.00 0 0 40000 0 0 1.5
7.00 -21.00 6.00 0 0 40000 0 0 1.5
8.00 -21.00 6.00 0 0 40000 0 0 1.5
9.00 -21.00 6.00 0 0 40000 0 0 1.5
10.00 -21.00 6.00 0 0 40000 0 0 1.5
11.00 -21.00 6.00 0 0 40000 0 0 1.5
12.00 -21.00 6.00 0 0 40000 0 0 1.5
13.00 -21.00 6.00 0 0 40000 0 0 1.5
14.00 -21.00 6.00 0 0 40000 0 0 1.5
15.00 -21.00 6.00 0 0 40000 0 0 1.5
16.00 -21.00 6.00 0 0 40000 0 0 1.5
17.00 -21.00 6.00 0 0 40000 0 0 1.5
18.00 -21.00 6.00 0 0 40000 0 0 1.5
19.00 -21.00 6.00 0 0 40000 0 0 1.5
20.00 -21.00 6.00 0 0 40000 0 0 1.5
21.00 -21.00 6.00 0 0 40000 0 0 1.5
-21.00 -20.00 6.00 0 0 40000 0 0 1.5
-20.00 -20.00 6.00 0 0 40000 0 0 1.5
-19.00 -20.00 6.00 0 0 40000 0 0 1.5
-18.00 -20.00 6.00 0 0 40000 0 0 1.5
-17.00 -20.00 6.00 0 0 40000 0 0 1.5
-16.00 -20.00 6.00 0 0 40000 0 0 1.5
-15.00 -20.00 6.00 0 0 40000 0 0 1.5
-14.00 -20.00 6.00 0 0 40000 0 0 1.5
-13.00 -20.00 6.00 0 0 40000 0 0 1.5
-12.00 -20.00 6.00 0 0 40000 0 0 1.5
-11.00 -20.00 6.00 0 0 40000 0 0 1.5
-10.00 -20.00 6.00 0 0 40000 0 0 1.5
-9.00 -20.00 6.00 0 0 40000 0 0 1.5
-8.00 -20.00 6.00 0 0 40000 0 0 1.5
-7.00 -20.00 6.00 0 0 40000 0 0 1.5
-6.00 -20.00 6.00 0 0 40000 0 0 1.5
-5.00 -20.00 6.00 0 0 40000 0 0 1.5
-4.00 -20.00 6.00 0 0 40000 0 0 1.5
-3.00 -20.00 6.00 0 0 40000 0 0 1.5
-2.00 -20.00 6.00 0 0 40000 0 0 1.5
-1.00 -20.00 6.00 0 0 40000 0 0 1.5
0.00 -20.00 6.00 0 0 40000 0 0 1.5
1.00 -20.00 6.00 0 0 40000 0 0 1.5
2.00 -20.00 6.00 0 0 40000 0 0 1.5
3.00 -20.00 6.00 0 0 40000 0 0 1.5
4.00 -20.00 6.00 0 0 40000 0 0 1.5
5.00 -20.00 6.00 0 0 40000 0 0 1.5
6.00 -20.00 6.00 0 0 40000 0 0 1.5
7.00 -20.00 6.00 0 0 40000 0 0 1.5
8.00 -20.00 6.00 0 0 40000 0 0 1.5
9.00 -20.00 6.00 0 0 40000 0 0 1.5
10.00 -20.00 6.00 0 0 40000 0 0 1.5
11.00 -20.00 6.00 0 0 40000 0 0 1.5
12.00 -20.00 6.00 0 0 40000 0 0 1.5
13.00 -20.00 6.00 0 0 40000 0 0 1.5
14.00 -20.00 6.00 0 0 40000 0 0 1.5
15.00 -20.00 6.00 0 0 40000 0 0 1.5
16.00 -20.00 6.00 0 0 40000 0 0 1.5
17.00 -20.00 6.00 0 0 40000 0 0 1.5
18.00 -20.00 6.00 0 0 40000 0 0 1.5
19.00 -20.00 6.00 0 0 40000 0 0 1.5
20.00 -20.00 6.00 0 0 40000 0 0 1.5
21.00 -20.00 6.00 0 0 40000 0 0 1.5
-21.00 -19.00 6.00 0 0 40000 0 0 1.5
-20.00 -19.00 6.00 0 0 40000 0 0 1.5
-19.00 -19.00 6.00 0 0 40000 0 0 1.5
-18.00 -19.00 6.00 0 0 40000 0 0 1.5
-17.00 -19.00 6.00 0 0 40000 0 0 1.5
-16.00 -19.00 6.00 0 0 40000 0 0 1.5
-15.00 -19.00 6.00 0 0 40000 0 0 1.5
-14.00 -19.00 6.00 0 0 40000 0 0 1.5
-13.00 -19.00 6.00 0 0 40000 0 0 1.5
-12.00 -19.00 6.00 0 0 40000 0 0 1.5
-11.00 -19.00 6.00 0 0 40000 0 0 1.5
-10.00 -19.00 6.00 0 0 40000 0 0 1.5
-9.00 -19.00 6.00 0 0 40000 0 0 1.5
-8.00 -19.00 6.00 0 0 40000 0 0 1.5
-7.00 -19.00 6.00 0 0 40000 0 0 1.5
-6.00 -19.00 6.00 0 0 40000 0 0 1.5
-5.00 -19.00 6.00 0 0 40000 0 0 1.5
-4.00 -19.00 6.00 0 0 40000 0 0 1.5
-3.00 -19.00 6.00 0 0 40000 0 0 1.5
-2.00 -19.00 6.00 0 0 40000 0 0 1.5
-1.00 -19.00 6.00 0 0 40000 0 0 1.5
0.00 -19.00 6.00 0 0 40000 0 0 1.5
1.00 -19.00 6.00 0 0 40000 0 0 1.5
2.00 -19.00 6.00 0 0 40000 0 0 1.5
3.00 -19.00 6.00 0 0 40000 0 0 1.5
4.00 -19.00 6.00 0 0 40000 0 0 1.5
5.00 -19.00 6.00 0 0 40000 0 0 1.5
6.00 -19.00 6.00 0 0 40000 0 0 1.5
7.00 -19.00 6.00 0 0 40000 0 0 1.5
8.00 -19.00 6.00 0 0 40000 0 0 1.5
9.00 -19.00 6.00 0 0 40000 0 0 1.5
10.00 -19.00 6.00 0 0 40000 0 0 1.5
11.00 -19.00 6.00 0 0 40000 0 0 1.5
12.00 -19.00 6.00 0 0 40000 0 0 1.5
13.00 -19.00 6.00 0 0 40000 0 0 1.5
14.00 -19.00 6.00 0 0 40000 0 0 1.5
15.00 -19.00 6.00 0 0 40000 0 0 1.5
16.00 -19.00 6.00 0 0 40000 0 0 1.5
17.00 -19.00 6.00 0 0 40000 0 0 1.5
18.00 -19.00 6.00 0 0 40000 0 0 1.5
19.00 -19.00 6.00 0 0 40000 0 0 1.5
20.00 -19.00 6.00 0 0 40000 0 0 1.5
21.00 -19.00 6.00 0 0 40000 0 0 1.5
-21.00 -18.00 6.00 0 0 40000 0 0 1.5
-20.00 -18.00 6.00 0 0 40000 0 0 1.5
-19.00 -18.00 6.00 0 0 40000 0 0 1.5
-18.00 -18.00 6.00 0 0 40000 0 0 1.5
-17.00 -18.00 6.00 0 0 40000 0 0 1.5
-16.00 -18.00 6.00 0 0 40000 0 0 1.5
-15.00 -18.00 6.00 0 0 40000 0 0 1.5
-14.00 -18.00 6.00 0 0 40000 0 0 1.5
-13.00 -18.00 6.00 0 0 40000 0 0 1.5
-12.00 -18.00 6.00 0 0 40000 0 0 1.5
-11.00 -18.00 6.00 0 0 40000 0 0 1.5
-10.00 -18.00 6.00 0 0 40000 0 0 1.5
-9.00 -18.00 6.00 0 0 40000 0 0 1.5
-8.00 -18.00 6.00 0 0 40000 0 0 1.5
-7.00 -18.00 6.00 0 0 40000 0 0 1.5
-6.00 -18.00 6.00 0 0 40000 0 0 1.5
-5.00 -18.00 6.00 0 0 40000 0 0 1.5
-4.00 -18.00 6.00 0 0 40000 0 0 1.5
-3.00 -18.00 6.00 0 0 40000 0 0 1.5
-2.00 -18.00 6.00 0 0 40000 0 0 1.5
-1.00 -18.00 6.00 0 0 40000 0 0 1.5
0.00 -18.00 6.00 0 0 40000 0 0 1.5
1.00 -18.00 6.00 0 0 40000 0 0 1.5
2.00 -18.00 6.00 0 0 40000 0 0 1.5
3.00 -18.00 6.00 0 0 40000 0 0 1.5
4.00 -18.00 6.00 0 0 40000 0 0 1.5
5.00 -18.00 6.00 0 0 40000 0 0 1.5
6.00 -18.00 6.00 0 0 40000 0 0 1.5
7.00 -18.00 6.00 0 0 40000 0 0 1.5
8.00 -18.00 6.00 0 0 40000 0 0 1.5
9.00 -18.00 6.00 0 0 40000 0 0 1.5
10.00 -18.00 6.00 0 0 40000 0 0 1.5
11.00 -18.00 6.00 0 0 40000 0 0 1.5
12.00 -18.00 6.00 0 0 40000 0 0 1.5
13.00 -18.00 6.00 0 0 40000 0 0 1.5
14.00 -18.00 6.00 0 0 40000 0 0 1.5
15.00 -18.00 6.00 0 0 40000 0 0 1.5
16.00 -18.00 6.00 0 0 40000 0 0 1.5
17.00 -18.00 6.00 0 0 40000 0 0 1.5
18.00 -18.00 6.00 0 0 40000 0 0 1.5
19.00 -18.00 6.00 0 0 40000 0 0 1.5
20.00 -18.00 6.00 0 0 40000 0 0 1.5
21.00 -18.00 6.00 0 0 40000 0 0 1.5
-21.00 -17.00 6.00 0 0 40000 0 0 1.5
-20.00 -17.00 6.00 0 0 40000 0 0 1.5
-19.00 -17.00 6.00 0 0 40000 0 0 1.5
-18.00 -17.00 6.00 0 0 40000 0 0 1.5
-17.00 -17.00 6.00 0 0 40000 0 0 1.5
-16.00 -17.00 6.00 0 0 40000 0 0 1.5
-15.00 -17.00 6.00 0 0 40000 0 0 1.5
-14.00 -17.00 6.00 0 0 40000 0 0 1.5
-13.00 -17.00 6.00 0 0 40000 0 0 1.5
-12.00 -17.00 6.00 0 0 40000 0 0 1.5
-11.00 -17.00 6.00 0 0 40000 0 0 1.5
-10.00 -17.00 6.00 0 0 40000 0 0 1.5
-9.00 -17.00 6.00 0 0 40000 0 0 1.5
-8.00 -17.00 6.00 0 0 40000 0 0 1.5
-7.00 -17.00 6.00 0 0 40000 0 0 1.5
-6.00 -17.00 6.00 0 0 40000 0 0 1.5
-5.00 -17.00 6.00 0 0 40000 0 0 1.5
-4.00 -17.00 6.00 0 0 40000 0 0 1.5
-3.00 -17.00 6.00 0 0 40000 0 0 1.5
-2.00 -17.00 6.00 0 0 40000 0 0 1.5
-1.00 -17.00 6.00 0 0 40000 0 0 1.5
0.00 -17.00 6.00 0 0 40000 0 0 1.5
1.00 -17.00 6.00 0 0 40000 0 0 1.5
2.00 -17.00 6.00 0 0 40000 0 0 1.5
3.00 -17.00 6.00 0 0 40000 0 0 1.5
4.00 -17.00 6.00 0 0 40000 0 0 1.5
5.00 -17.00 6.00 0 0 40000 0 0 1.5
6.00 -17.00 6.00 0 0 40000 0 0 1.5
7.00 -17.00 6.00 0 0 40000 0 0 1.5
8.00 -17.00 6.00 0 0 40000 0 0 1.5
9.00 -17.00 6.00 0 0 40000 0 0 1.5
10.00 -17.00 6.00 0 0 40000 0 0 1.5
11.00 -17.00 6.00 0 0 40000 0 0 1.5
12.00 -17.00 6.00 0 0 40000 0 0 1.5
13.00 -17.00 6.00 0 0 40000 0 0 1.5
14.00 -17.00 6.00 0 0 40000 0 0 1.5
